"subject","predicate","object","direction","evidence","sentence","article","network"
"IL1A","functional_interaction","MYD88","right","positive",,,"Functional Interaction"
"IL1A","functional_interaction","NDN","right","positive",,,"Functional Interaction"
"IL1A","functional_interaction","PIK3CA","right","positive",,,"Functional Interaction"
"IL1A","functional_interaction","SHC1","right","positive",,,"Functional Interaction"
"IL1A","functional_interaction","SLA2","right","positive",,,"Functional Interaction"
"IL1A","functional_interaction","SOS1","right","positive",,,"Functional Interaction"
"IL1A","functional_interaction","SOS2","right","positive",,,"Functional Interaction"
"IL1A","functional_interaction","SP1","right","positive",,,"Functional Interaction"
"IL1A","functional_interaction","TNF","right","positive",,,"Functional Interaction"
"IL1A","functional_interaction","TOLLIP","right","positive",,,"Functional Interaction"
"IL1A","functional_interaction","TRAF6","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","IL1R1","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","IL1R2","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","IL1RAP","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","IL1RN","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","IL4","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","IRAK1","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","IRAK2","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","IRAK3","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","IRAK4","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","JAK2","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","MYD88","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","NFKB1","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","NFKBIA","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","PIK3CA","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","PIK3R1","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","REL","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","RELA","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","SP1","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","SPI1","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","TICAM2","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","TOLLIP","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","TRAF6","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","TYK2","right","positive",,,"Functional Interaction"
"IL1B","functional_interaction","UBE2N","right","positive",,,"Functional Interaction"
"IL1R1","functional_interaction","MYD88","right","positive",,,"Functional Interaction"
"IL1RAP","functional_interaction","MYD88","right","positive",,,"Functional Interaction"
"IL1RL1","functional_interaction","MYD88","right","positive",,,"Functional Interaction"
"IL1RN","functional_interaction","MYD88","right","positive",,,"Functional Interaction"
"IL2","functional_interaction","IL23A","right","positive",,,"Functional Interaction"
"IL2","functional_interaction","MXD1","right","positive",,,"Functional Interaction"
"IL2","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL20RA","functional_interaction","IL8","right","positive",,,"Functional Interaction"
"IL20RA","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL20RB","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL21","functional_interaction","IL23A","right","positive",,,"Functional Interaction"
"IL21R","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL22RA1","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL22RA2","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","IL23R","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","IL2RB","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","IL6ST","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","IL7","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","IL8","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","IRS1","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","JAK2","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","NFKB1","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","NFKBIA","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","PIK3CA","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","PIK3R1","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","RELA","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","SHC1","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","SLA2","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","SOCS3","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","SOS1","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","SOS2","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","STAT1","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","STAT3","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","STAT4","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","STAT5A","right","positive",,,"Functional Interaction"
"IL23A","functional_interaction","TYK2","right","positive",,,"Functional Interaction"
"IL23R","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL28RA","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL2RA","functional_interaction","IL8","right","positive",,,"Functional Interaction"
"IL2RA","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL2RB","functional_interaction","IL8","right","positive",,,"Functional Interaction"
"IL2RB","functional_interaction","LYN","right","positive",,,"Functional Interaction"
"IL2RB","functional_interaction","PIK3CD","right","positive",,,"Functional Interaction"
"IL2RB","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL2RG","functional_interaction","PIK3CD","right","positive",,,"Functional Interaction"
"IL2RG","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL3","functional_interaction","JUNB","right","positive",,,"Functional Interaction"
"IL3","functional_interaction","PIK3CD","right","positive",,,"Functional Interaction"
"IL3RA","functional_interaction","PIK3CD","right","positive",,,"Functional Interaction"
"IL3RA","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL4","functional_interaction","PIK3CD","right","positive",,,"Functional Interaction"
"IL4","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL4R","functional_interaction","IL8","right","positive",,,"Functional Interaction"
"IL4R","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL5RA","functional_interaction","IL8","right","positive",,,"Functional Interaction"
"IL5RA","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL6","functional_interaction","IL8","right","positive",,,"Functional Interaction"
"IL6","functional_interaction","PIAS1","right","positive",,,"Functional Interaction"
"IL6","functional_interaction","PTHLH","right","positive",,,"Functional Interaction"
"IL6","functional_interaction","PTPRE","right","positive",,,"Functional Interaction"
"IL6","functional_interaction","PTX3","right","positive",,,"Functional Interaction"
"IL6R","functional_interaction","PIAS1","right","positive",,,"Functional Interaction"
"IL6R","functional_interaction","PTPRE","right","positive",,,"Functional Interaction"
"IL6R","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL6ST","functional_interaction","IL8","right","positive",,,"Functional Interaction"
"IL6ST","functional_interaction","LIF","right","positive",,,"Functional Interaction"
"IL6ST","functional_interaction","PIAS1","right","positive",,,"Functional Interaction"
"IL6ST","functional_interaction","PLAUR","right","positive",,,"Functional Interaction"
"IL6ST","functional_interaction","PTPRE","right","positive",,,"Functional Interaction"
"IL6ST","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL7R","functional_interaction","LYN","right","positive",,,"Functional Interaction"
"IL7R","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","IL8RA","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","IL8RB","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","IRS1","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","ITGB2","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","JUN","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","LPAR1","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","LPAR2","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","LPAR3","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","MAPK11","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","MAPK12","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","MAPK13","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","MAPK14","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","MMP9","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","NFKB1","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","NFKB2","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","PF4","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","PIK3CA","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","POU2F1","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","RARA","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","REL","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","RELA","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","SDC2","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","SDC3","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","SHC1","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","SLA2","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","SOS1","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","SOS2","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","TP53","right","positive",,,"Functional Interaction"
"IL8","functional_interaction","VEGFA","right","positive",,,"Functional Interaction"
"IL8RA","functional_interaction","PPBP","right","positive",,,"Functional Interaction"
"IL8RB","functional_interaction","PPBP","right","positive",,,"Functional Interaction"
"IL9R","functional_interaction","SOCS1","right","positive",,,"Functional Interaction"
