"","subject","predicate","object","direction","evidence","sentence","article","network"
"38407","GMP","activated","PI3","right","positive","The mechanism was due to the activation of soluble guanylyl cyclase because 8-bromo-cyclic GMP activated PI3 kinase and the soluble guanylyl cyclase inhibitor 1H-[1,2,4]oxadiazolo[4,3-alpha]quinoxalin-1-one (ODQ) blocked NO-induced PI3 kinase activity. ","PubMed:12897144","Medline Abstracts"
"2585","FN1","functional_interaction","ITGB2","right","positive","","","Functional Interaction"
"14465","IKZF3","interacts with","HRAS","right","positive","","","Pathway Commons"
"30419","VEGFA","reacts with","FYN","right","positive","","","Pathway Commons"
"21348","HRAS","interacts with","BRAF","right","positive","","","Pathway Commons"
"12053","HNRNPH1","interacts with","MFAP2","right","positive","","","Pathway Commons"
"22275","NDUFA9","interacts with","PLXNA2","right","positive","","","Pathway Commons"
"28753","TUBA4A","interacts with","AIF1L","right","positive","","","Pathway Commons"
"379","ARNTL2","functional_interaction","SIM2","right","positive","","","Functional Interaction"
"15677","CSNK1D","in same component","PPP2R1A","right","positive","","","Pathway Commons"
"26309","PDE10A","interacts with","STX1A","right","positive","","","Pathway Commons"
"29342","PLXNA2","interacts with","NEDD4","right","positive","","","Pathway Commons"
"30752","SLC25A1","interacts with","TUBA4A","right","positive","","","Pathway Commons"
"18932","KIF5B","interacts with","HNRNPH1","right","positive","","","Pathway Commons"
"6424","HK2","interacts with","TSG101","right","positive","","","Pathway Commons"
"1332","COL6A1","functional_interaction","FN1","right","positive","","","Functional Interaction"
"67","ACTC1","functional_interaction","MMP14","right","positive","","","Functional Interaction"
"28204","TUBA4A","interacts with","DKC1","right","positive","","","Pathway Commons"
"11186","HDAC2","interacts with","SRRM2","right","positive","","","Pathway Commons"
"15869","CSNK1D","interacts with","ARFGAP1","right","positive","","","Pathway Commons"
"13466","IER3","interacts with","MAPK3","right","positive","","","Pathway Commons"
"34457","SYT1","interacts with","GLTP","right","positive","","","Pathway Commons"
"11701","HNRNPH1","interacts with","KIF2C","right","positive","","","Pathway Commons"
"32783","DNAJC6","interacts with","YWHAQ","right","positive","","","Pathway Commons"
"31477","CSE1L","interacts with","TUBA4A","right","positive","","","Pathway Commons"
"11987","HNRNPH1","interacts with","TRIM29","right","positive","","","Pathway Commons"
"4465","PIK3CB","functional_interaction","SPRY4","right","positive","","","Functional Interaction"
"661","CASP2","functional_interaction","CASP9","right","positive","","","Functional Interaction"
"12884","KIAA0528","interacts with","RPS6KA3","right","positive","","","Pathway Commons"
"27472","TGFA","interacts with","GORASP1","right","positive","","","Pathway Commons"
"10329","FGFR1OP","reacts with","CSNK1D","right","positive","","","Pathway Commons"
"3478","IL1B","functional_interaction","TOLLIP","right","positive","","","Functional Interaction"
"30116","PRNP","interacts with","AMPH","right","positive","","","Pathway Commons"
"12675","EXOC2","interacts with","STX1A","right","positive","","","Pathway Commons"
"28843","TUBA4A","interacts with","MATR3","right","positive","","","Pathway Commons"
"25841","SRRM2","interacts with","PABPC1","right","positive","","","Pathway Commons"
"20632","MCCC2","interacts with","HK2","right","positive","","","Pathway Commons"
"37668","MCL1","interacts with","HUWE1","right","positive","","","Pathway Commons"
"38780","JUNB","down-regulated","PTHR1","right","positive","Over-expression of JunB down-regulated PTHR1 and ephrin B1, and increased VCAM-1. ","PubMed:19193201","Medline Abstracts"
"32493","DNAJC6","interacts with","CACNA1E","right","positive","","","Pathway Commons"
"1155","COL13A1","functional_interaction","LAMA3","right","positive","","","Functional Interaction"
"12971","KIAA0528","interacts with","AURKB","right","positive","","","Pathway Commons"
"36959","CACNA1A","interacts with","LPAR2","right","positive","","","Pathway Commons"
"7012","PPBP","interacts with","KRT9","right","positive","","","Pathway Commons"
"13764","ITFG3","interacts with","NOLC1","right","positive","","","Pathway Commons"
"23745","AGK","interacts with","TNRC6A","right","positive","","","Pathway Commons"
"4259","NEDD1","functional_interaction","TUBA4A","right","positive","","","Functional Interaction"
"21477","RGS3","interacts with","HNRNPH1","right","positive","","","Pathway Commons"
"38307","LPS","signaling","MYD88","right","positive","However, in LPS signaling MyD88-independent pathway is present in addition to MyD88-dependent pathway.","PubMed:11558139","Medline Abstracts"
"7081","PPBP","interacts with","CACNA1I","right","positive","","","Pathway Commons"
"695","CASP2","functional_interaction","TNFRSF1A","right","positive","","","Functional Interaction"
"31723","S1PR1","interacts with","DNAJC6","right","positive","","","Pathway Commons"
"35342","LSM2","in same component","HNRNPH1","right","positive","","","Pathway Commons"
"6874","HNRNPH1","interacts with","CCT4","right","positive","","","Pathway Commons"
"23781","RUVBL2","interacts with","TOP1","right","positive","","","Pathway Commons"
"5213","ZNF273","functional_interaction","ZNF529","right","positive","","","Functional Interaction"
"25061","SMURF2","interacts with","LEMD3","right","positive","","","Pathway Commons"
"21997","HNRNPA1","interacts with","SERPINB5","right","positive","","","Pathway Commons"
"36344","VAT1","interacts with","DDX17","right","positive","","","Pathway Commons"
"10771","HIF1A","metabolic catalysis","MCL1","right","positive","","","Pathway Commons"
"5880","SLC25A13","interacts with","TUBA4A","right","positive","","","Pathway Commons"
"9453","GANAB","interacts with","CCNA1","right","positive","","","Pathway Commons"
"35727","LYN","reacts with","FCER1G","right","positive","","","Pathway Commons"
"10308","FLNA","interacts with","TPM1","right","positive","","","Pathway Commons"
"8693","DUSP1","interacts with","MAPK3","right","positive","","","Pathway Commons"
"3376","IL12RB1","functional_interaction","IL1A","right","positive","","","Functional Interaction"
"31545","RPS14","interacts with","MDH1","right","positive","","","Pathway Commons"
"11513","HNRNPH1","interacts with","CKAP4","right","positive","","","Pathway Commons"
"36388","MAP1LC3B","interacts with","PRKCI","right","positive","","","Pathway Commons"
"13118","ITPR3","interacts with","NEXN","right","positive","","","Pathway Commons"
"29979","PRNP","interacts with","NDUFV2","right","positive","","","Pathway Commons"
"26042","SRRM2","interacts with","TUBA8","right","positive","","","Pathway Commons"
"8350","EPHA5","interacts with","CSNK1D","right","positive","","","Pathway Commons"
"31172","RALA","interacts with","STX1A","right","positive","","","Pathway Commons"
"16919","NOLC1","interacts with","DNAJA1","right","positive","","","Pathway Commons"
"22037","POTEKP","interacts with","TUBA4A","right","positive","","","Pathway Commons"
"34520","MAPT","interacts with","TPM1","right","positive","","","Pathway Commons"
"20372","MDH1","interacts with","ALDOA","right","positive","","","Pathway Commons"
"24051","NSF","interacts with","TPM1","right","positive","","","Pathway Commons"
"26376","PDLIM1","interacts with","MDH1","right","positive","","","Pathway Commons"
"14967","CSNK1E","in same component","CDK1","right","positive","","","Pathway Commons"
"26575","TOR1AIP1","interacts with","TRAF4AF1","right","positive","","","Pathway Commons"
"38195","G0S2","expression by","CSA","left","positive","Our results suggest that G0S2 expression is required to commit cells to enter the G1 phase of the cell cycle, and that, while not excluding other possible targets, early inhibition of G0S2 expression by CsA may be important in achieving immunosuppression. ","PubMed:9428793","Medline Abstracts"
"34586","CCT5","interacts with","S100A6","right","positive","","","Pathway Commons"
"35939","MED25","interacts with","HCFC1","right","positive","","","Pathway Commons"
"15239","CSNK1E","reacts with","CEP290","right","positive","","","Pathway Commons"
"17070","NOLC1","interacts with","PRPF4B","right","positive","","","Pathway Commons"
"27949","CCT4","interacts with","MED25","right","positive","","","Pathway Commons"
"27420","TNFRSF10B","interacts with","RIPK1","right","positive","","","Pathway Commons"
"352","ARHGEF9","functional_interaction","RHOBTB1","right","positive","","","Functional Interaction"
"13067","ITPR3","interacts with","GMFB","right","positive","","","Pathway Commons"
"4693","RHOA","functional_interaction","VEGFA","right","positive","","","Functional Interaction"
"30148","PRNP","interacts with","SFXN5","right","positive","","","Pathway Commons"
"3956","LPAR2","functional_interaction","MC2R","right","positive","","","Functional Interaction"
"26719","TUBB","interacts with","EPHA2","right","positive","","","Pathway Commons"
"22755","SFRS5","in same component","HNRNPH1","right","positive","","","Pathway Commons"
"36878","CDC23","interacts with","TOR1AIP1","right","positive","","","Pathway Commons"
"36751","CDCP1","interacts with","TRIM29","right","positive","","","Pathway Commons"
"12502","HIST1H1E","interacts with","cblB","right","positive","","","Pathway Commons"
"19962","PRNP","interacts with","WDR5","right","positive","","","Pathway Commons"
"6339","HK2","interacts with","ARPC1A","right","positive","","","Pathway Commons"
"22342","MTX1","interacts with","PRNP","right","positive","","","Pathway Commons"
"31366","ZNF192","interacts with","ZNF165","right","positive","","","Pathway Commons"
"3792","JUNB","functional_interaction","MADH5","right","positive","","","Functional Interaction"
"11681","HNRNPH1","interacts with","NONO","right","positive","","","Pathway Commons"
"1275","COL3A1","functional_interaction","SDC4","right","positive","","","Functional Interaction"
"32689","DNAJC6","interacts with","PRKG2","right","positive","","","Pathway Commons"
"15654","CSNK1D","in same component","TUBGCP5","right","positive","","","Pathway Commons"
"36015","MED25","interacts with","MED21","right","positive","","","Pathway Commons"
"19465","PPP2CB","interacts with","GLCCI1","right","positive","","","Pathway Commons"
"22196","NDRG1","interacts with","PGRMC2","right","positive","","","Pathway Commons"
"30710","VIM","interacts with","UPP1","right","positive","","","Pathway Commons"
"538","BMP2","functional_interaction","MAP3K7IP1","right","positive","","","Functional Interaction"
"24466","SKP2","interacts with","DDB1","right","positive","","","Pathway Commons"
"20077","PSMC3","interacts with","TOP1","right","positive","","","Pathway Commons"
"5698","HSPD1","interacts with","NOLC1","right","positive","","","Pathway Commons"
"20518","MDH1","interacts with","SDPR","right","positive","","","Pathway Commons"
"10905","HNRNPH2","interacts with","TUBA4A","right","positive","","","Pathway Commons"
"19575","PIAS1","interacts with","RPL7","right","positive","","","Pathway Commons"
"38517","LDLR","interacts with","FVIII","right","positive","In the present study, we showed that the extracellular ligand-binding domain of LDLR interacts with FVIII in vitro and that binding was inhibited by RAP. ","PubMed:15840700","Medline Abstracts"
"9679","FLNB","interacts with","NOL6","right","positive","","","Pathway Commons"
"7187","DGKE","interacts with","SRRM2","right","positive","","","Pathway Commons"
"27440","TNFRSF10B","reacts with","TNFSF10","right","positive","","","Pathway Commons"
"36242","VAPA","interacts with","PRNP","right","positive","","","Pathway Commons"
"13642","IL1B","reacts with","IL1B","right","positive","","","Pathway Commons"
"5609","HOMER1","interacts with","PLXNA2","right","positive","","","Pathway Commons"
"16651","MYD88","interacts with","TICAM1","right","positive","","","Pathway Commons"
"5958","HNRNPF","interacts with","HNRNPH1","right","positive","","","Pathway Commons"
"7598","DDX20","interacts with","TOP1","right","positive","","","Pathway Commons"
"773","CCL20","functional_interaction","GNAT3","right","positive","","","Functional Interaction"
"18023","CSNK1E","interacts with","ACLY","right","positive","","","Pathway Commons"
"5584","CAP1","interacts with","HNRNPH1","right","positive","","","Pathway Commons"
"24204","SLC25A5","interacts with","CSNK1E","right","positive","","","Pathway Commons"
"17651","CSNK1E","interacts with","CDH2","right","positive","","","Pathway Commons"
"30877","PLAUR","state change","HRG","right","positive","","","Pathway Commons"
